u,g,r,i,z,redshift
22.52516,20.22355,18.40972,17.71103,17.21413,0.3121489
19.8246,18.11059,17.35518,17.01685,16.7506,0.06320269
22.24198,21.15585,20.72957,19.87875,19.5741,0.7326793
24.64512,22.3136,20.54079,19.57159,19.13365,0.5249807
26.056,21.51817,19.77866,19.05001,18.56111,0.4503396
19.85109,17.82844,16.76616,16.31441,15.92637,0.1089053
23.94623,20.8953,19.13729,18.49818,18.06055,0.3712578
21.66506,19.94697,18.21972,17.62159,17.22552,0.364145
19.55312,18.22288,17.57756,17.22793,16.97061,0.09725718
20.28957,19.57589,19.09735,18.69499,18.64844,0.2188508
22.77591,20.85044,19.19949,18.53812,18.13194,0.3515945
17.52646,16.17804,15.54106,15.19984,14.93983,0.04609613
19.71949,18.12718,17.29382,16.84165,16.53715,0.08838623
19.27466,17.37255,16.42651,16.02877,15.69132,0.1123513
19.12833,17.77735,17.28722,17.0572,17.03059,0.02935911
21.40927,19.39206,17.92694,17.39961,17.05795,0.248291
21.08954,19.38441,17.88156,17.28946,16.93392,0.2625751
24.88969,22.77802,20.72635,20.02347,19.7607,0.3963224
20.68597,18.71528,17.43577,16.93785,16.60478,0.1865618
22.7724,22.18684,21.02367,19.83749,19.40376,0.769713
22.2546,20.44798,18.76854,18.14081,17.76467,0.3069989
23.9432,22.07937,20.47858,19.62004,19.31659,0.4728995
22.5516,21.9163,20.41223,19.78995,19.4485,0.3901554
22.68508,22.68055,21.50519,20.33454,19.76593,0.6226437
19.52209,18.18483,17.49785,17.10854,16.83098,0.08601433
23.92475,21.19424,19.28486,18.51758,18.06279,0.4331891
24.38614,23.14905,20.59573,19.6308,19.13712,0.4963534
23.05188,22.91592,21.54486,20.35179,19.61843,0.7675798
23.95238,21.91455,20.24176,19.44822,19.10564,0.4451964
25.40528,22.07893,20.34774,19.44205,19.03208,0.4734371
25.45231,23.737,21.35157,19.65614,18.9922,0.7439041
19.87684,18.21215,17.25592,16.7992,16.41705,0.1371096
23.34334,22.5501,20.97824,19.79405,19.36524,0.63886
26.36609,23.05371,20.973,19.92999,19.45959,0.5891755
25.42909,22.2414,20.32871,19.38866,19.03787,0.5093278
23.69131,22.38768,20.38035,19.34832,18.80568,0.5894102
18.996,17.52044,16.66198,16.16818,15.7889,0.1030128
22.40324,21.63143,20.48644,19.6715,19.29548,0.5720738
20.7442,18.63426,17.55316,17.05789,16.67227,0.1266329
25.431,21.61089,20.05573,19.28899,18.86715,0.418641
23.83368,21.34298,19.62143,18.72605,18.24509,0.4755954
19.2564,18.20864,17.81068,17.49939,17.53552,0.04979019
21.15465,18.87661,17.64482,17.14531,16.82212,0.1803568
17.8719,15.82622,14.9237,14.49012,14.16022,0.04931395
23.43878,22.79896,21.0501,20.15794,19.51768,0.4033462
26.10196,22.83083,21.31294,20.13251,19.54661,0.612598
23.8724,22.09936,20.60479,19.74407,19.35419,0.5381778
20.08954,18.49018,17.56443,17.1104,16.77913,0.1506854
19.9712,18.26497,17.43512,16.9832,16.64513,0.08986943
19.89098,17.99743,17.19958,16.79047,16.48585,0.07760298
23.81466,22.63079,20.59979,19.58767,19.09792,0.539537
24.33387,21.98443,20.7376,19.87534,19.25138,0.5529056
18.15195,16.394,15.53177,15.15704,14.77832,0.05488437
25.76815,22.36999,20.9056,19.67084,19.21129,0.7271161
18.42886,16.88686,16.1022,15.67803,15.30708,0.04789536
22.88784,22.28495,20.51056,19.67756,19.18201,0.5395706
23.30713,21.98942,20.3106,19.44995,19.09883,0.485893
25.2382,21.84809,19.69559,18.88824,18.43906,0.3968112
18.92926,17.75925,17.22925,16.91612,16.6834,0.08155919
25.40953,22.67168,21.24434,19.77893,19.13192,0.7107271
25.42679,22.37873,20.41693,19.52167,18.88949,0.4792106
24.59259,22.1325,20.6588,19.67768,19.21869,0.6402765
20.00187,18.02767,17.00371,16.56199,16.18535,0.116455
24.4453,22.84497,21.05429,19.7557,19.20784,0.7066565
19.4685,17.90537,17.41051,16.54142,16.21676,0.1008168
23.89358,21.79263,20.38691,19.58928,19.1394,0.4387677
26.38456,22.84384,21.55761,20.65323,20.13678,0.5390996
23.90304,21.69812,21.16654,20.76988,20.20452,0.7735446
25.47514,22.75346,21.06488,20.00652,19.57412,0.6227279
25.20884,24.04747,21.93214,20.44117,19.51705,0.7369847
21.57178,20.19883,18.55541,17.93061,17.5561,0.3205276
17.94993,16.69541,16.23884,15.89209,15.70402,0.05193289
24.48734,20.77408,19.16367,18.45882,17.92051,0.4472921
22.27868,20.40105,18.76271,18.11317,17.69646,0.2997638
19.39009,17.29806,16.05007,15.54776,15.1617,0.1573551
19.69181,17.93291,17.05501,16.63783,16.30435,0.06299493
22.65154,21.9374,20.36642,19.36284,18.88711,0.5319166
24.25772,24.20541,21.578,20.49242,19.84842,0.60794
19.50624,18.48417,17.61289,17.18316,16.87803,0.2057361
20.92615,19.51528,18.09211,17.56001,17.2107,0.2374511
23.93546,21.40509,19.5949,18.89258,18.58071,0.4247077
22.53578,21.65154,20.24517,19.05118,18.48764,0.6309548
20.38865,18.35701,17.2809,16.80476,16.56392,0.132385
23.58767,21.79661,20.34579,19.29367,18.72343,0.5507999
20.20947,18.07658,17.02873,16.56577,16.19314,0.108904
20.38885,18.37242,17.28596,16.84582,16.46771,0.1360954
22.25891,21.1645,19.27728,18.65412,18.25871,0.3528746
23.50453,22.02035,20.27588,19.28759,18.82935,0.5639497
21.03827,20.17728,18.82409,18.23446,17.7248,0.304842
21.01392,18.94985,17.68615,17.16756,16.79629,0.2032555
23.6753,21.59192,20.26455,19.42739,18.95479,0.5886936
26.25311,22.42219,21.28957,20.15449,19.47707,0.6213553
19.80218,17.9115,17.08297,16.68568,16.40456,0.07723672
19.95294,18.49332,17.59676,17.15283,16.8637,0.146729
19.34183,17.58407,16.64807,16.21171,15.86694,0.1002966
25.22387,21.08566,19.25157,18.66162,18.17953,0.3804936
19.90502,17.93785,16.9217,16.47632,16.17608,0.134616
23.65621,21.31116,19.61828,18.80769,18.40282,0.4518024
19.90905,18.31313,17.50371,17.12242,16.82002,0.08362266
18.72706,17.22976,16.50619,16.09677,15.78692,0.07689177
24.9976,23.68044,22.01525,20.52825,19.75888,0.6824876
21.43925,20.49298,20.20388,19.54561,19.60091,0.05702239
19.60096,18.44889,17.57118,17.15487,16.86995,0.2310828
20.84891,18.60267,17.37823,16.90804,16.53987,0.1706851
22.39433,20.52433,18.81318,18.17504,17.75621,0.3926269
21.72556,19.93336,18.32892,17.75489,17.37797,0.3078673
22.14764,19.81826,18.25161,17.6831,17.27463,0.2734093
22.53139,21.40654,20.45958,19.55769,19.24303,0.5255492
25.80729,21.67786,20.47576,19.66566,19.1939,0.4102065
23.16698,25.06285,22.04905,20.25556,20.04656,0.71576
25.14509,21.98571,20.20216,19.34697,18.82268,0.4652877
19.79645,18.04897,17.16474,16.76401,16.45636,0.07641787
19.62958,18.39297,17.68897,17.23408,16.96999,0.1307944
20.41869,18.57984,17.56796,17.03481,16.58673,0.09950596
23.2026,22.30817,21.07764,20.52636,20.11895,0.3173452
22.5289,21.87263,20.26367,19.29855,18.89112,0.5377565
19.52757,18.21685,17.52084,17.12317,16.88836,0.1296154
23.66388,23.55378,22.00346,20.6953,20.10251,0.6336752
23.37588,21.22658,19.53273,18.80229,18.30171,0.4224027
19.82209,17.85345,16.92839,16.55087,16.25166,0.08424158
22.37518,19.95866,18.45133,17.86534,17.47835,0.2538258
22.35853,20.24776,18.49466,17.86637,17.53045,0.3358732
23.03807,22.17802,20.52144,19.68228,19.31311,0.4993392
24.1911,24.91239,22.52655,20.97016,19.85317,0.8947763
24.42544,23.39948,21.49336,20.26803,19.72662,0.5540252
21.52335,19.27376,17.97069,17.34069,16.93125,0.1636852
20.23509,18.39207,17.33576,16.90564,16.53747,0.1273135
21.96587,21.21167,20.26419,19.41066,19.08437,0.7051255
20.39093,18.55395,17.53936,17.11084,16.78408,0.1353686
21.40614,19.54032,17.92539,17.35377,17.00774,0.2994632
21.56293,19.30485,17.83283,17.32952,16.9883,0.2291778
22.10865,21.6267,20.09312,19.18482,18.83495,0.5145034
23.80527,23.44168,21.36544,20.04013,19.63612,0.6584095
22.50435,20.16633,18.5585,17.92998,17.61378,0.3175776
24.92083,20.70307,19.18275,18.60679,18.21629,0.2562813
22.5299,23.39165,21.1178,20.28113,19.45953,0.6992596
21.37276,19.84368,18.3986,17.83088,17.43892,0.3167234
23.47807,21.93225,20.83306,19.55639,18.9883,0.5712682
22.16465,20.742,18.8918,18.21879,17.84193,0.3853112
20.17717,18.55492,17.44505,16.95362,16.59871,0.1971921
24.23853,21.88184,20.22788,19.38369,18.90857,0.4708896
22.90979,21.77996,20.26662,19.3971,18.86727,0.4989501
23.41746,22.04356,20.52092,19.91119,19.72635,0.3907587
21.33785,19.12485,17.80353,17.32133,16.9459,0.1926386
27.03727,21.37238,19.58462,18.62184,18.18016,0.4884585
24.95348,22.49034,20.80688,19.66099,19.19964,0.5275692
24.93297,22.43751,20.64025,19.68301,19.05041,0.5630689
23.33221,22.54738,20.57838,19.72267,19.3568,0.3251605
25.61593,22.04235,19.97652,19.10262,18.64425,0.5033269
22.98192,22.91162,20.88837,19.6882,19.10736,0.5787237
18.77436,17.81872,17.28062,16.84041,16.71514,0.1447509
18.4522,17.09789,16.44797,16.06105,15.80058,0.07834636
20.81861,18.97779,17.60484,17.02882,16.64941,0.2125078
23.88039,21.79195,19.93164,18.88857,18.31958,0.5597592
19.40002,18.04824,17.33862,16.92821,16.63045,0.05021936
18.92527,17.69376,16.97346,16.52742,16.25693,0.1379391
22.64087,21.64027,20.00172,19.12126,18.70133,0.4794976
18.41445,16.75299,16.30234,16.02101,15.90538,0.03122634
20.40821,18.44295,17.55895,17.12866,16.82293,0.08178894
17.2554,16.11885,15.70043,15.45652,15.27001,0.02909146
19.60446,18.14714,17.54595,17.20176,17.01081,0.07749957
17.36555,15.44926,14.49996,14.03685,13.65171,0.06258424
20.17652,18.38497,17.41546,16.99237,16.65495,0.1127404
19.02981,17.11403,16.22081,15.83711,15.50166,0.08539766
22.54799,20.95657,19.30099,18.52317,18.07124,0.4722909
22.21483,20.81582,20.16928,19.94371,19.77904,0.1802621
23.71531,21.92172,20.24979,19.38666,19.12331,0.4984391
19.93487,17.91528,16.87629,16.43629,16.0476,0.1209613
20.83798,17.92452,17.1186,16.67016,16.73762,0.03114367
18.88343,17.39902,16.75175,16.35644,16.07855,0.05536479
22.95716,21.17263,19.31446,18.54472,18.16461,0.4425957
25.84911,22.14798,20.36076,19.35792,18.94684,0.5525118
23.88059,22.31445,20.85023,19.94366,19.41238,0.6349295
20.77189,19.01048,17.93483,17.43392,17.09735,0.1733962
20.4541,18.35197,17.29818,16.81793,16.46399,0.1298837
21.51282,20.15858,18.48436,17.90877,17.47071,0.3542339
25.72147,20.92742,19.08368,18.26462,17.8235,0.3898208
23.29743,22.79846,21.27195,20.01002,19.50171,0.6001408
21.54306,20.35795,19.22574,18.70695,18.19047,0.2652298
19.33944,18.2786,17.86316,17.62921,17.42533,0.05432412
23.80646,24.00263,20.72338,19.44179,18.72272,0.7124476
22.19897,23.01596,20.94304,19.60429,19.06989,0.6910208
20.09826,18.47406,17.48776,17.04142,16.71683,0.1667121
21.63797,19.97522,18.35522,17.78077,17.37162,0.308972
23.78604,21.54995,19.59529,18.53252,18.08483,0.5298558
24.46097,22.44214,20.72753,19.73492,19.42002,0.4887841
19.66805,17.7888,16.87464,16.43027,16.11758,0.08064014
21.77897,20.37967,18.55157,17.84873,17.49483,0.4246336
20.63817,18.59484,17.40201,16.88062,16.49639,0.1706876
20.11341,18.1959,17.00964,16.50859,16.13935,0.1553052
19.92152,18.34458,17.41643,16.83838,16.50172,0.1376312
18.88721,17.3464,16.52588,16.08977,15.78733,0.07576311
24.79919,22.62835,20.73147,19.73217,19.36159,0.6328848
25.54608,23.17978,21.08469,19.99534,19.32389,0.5600246
21.89591,21.78029,20.47361,19.75089,19.57754,0.5061361
23.66149,21.50303,19.68556,18.86851,18.55479,0.4632693
25.66076,22.83512,22.14043,20.91085,20.0065,0.9576865
23.66221,20.34889,18.75632,18.16163,17.79822,0.3122879
19.90895,17.92974,16.9681,16.53369,16.18426,0.09746978
22.4811,21.63661,19.79835,18.76918,18.25088,0.5456882
23.58053,22.25489,20.70596,19.84893,19.41809,0.5485972
18.07673,16.18988,15.25508,14.8311,14.47656,0.08268337
23.82019,22.78166,20.98625,19.81988,19.26465,0.5679744
24.88366,21.80793,20.20138,19.16594,18.45669,0.588191
18.95151,17.90119,17.39108,17.06789,16.9069,0.08127447
19.83475,18.24693,17.52422,17.08042,16.77728,0.06175688
24.50835,22.48668,20.95258,19.83878,19.21494,0.5979217
19.39265,17.87159,17.12244,16.68712,16.36696,0.0955234
25.69633,23.26817,21.31011,20.21531,19.61018,0.6102847
22.92862,20.31521,18.72619,18.12687,17.87095,0.2974589
22.98477,20.64989,18.78658,18.17825,17.76486,0.3639892
25.09652,23.95376,21.14398,19.81436,19.27044,0.6204754
19.17942,17.99052,17.29811,16.88745,16.65375,0.1379801
24.99251,21.85329,20.09575,19.29234,18.71496,0.4315885
20.02171,18.30154,17.30668,16.77935,16.38171,0.127244
20.41298,18.28644,17.06102,16.57892,16.19169,0.1793109
19.75044,18.09856,17.35607,16.99567,16.75141,0.04510082
25.04425,22.12278,20.61798,19.56628,19.04189,0.5820686
23.65395,22.66335,20.54888,19.54331,19.14186,0.6012582
20.57207,18.55171,17.60183,17.20345,16.87188,0.08964385
19.52782,18.7546,18.30106,17.92418,17.82829,0.1501597
25.18254,21.98333,20.14748,19.23065,18.80471,0.5468626
20.81574,18.84201,17.7503,17.305,16.86042,0.1155166
22.91504,22.76039,20.86525,19.79396,19.3364,0.6757457
22.74745,21.83676,20.1607,19.34003,19.25724,0.4268813
18.5671,16.76936,15.97849,15.4581,15.0655,0.05509599
24.6102,22.73276,20.7691,19.60039,19.01475,0.5950927
22.2509,21.49877,19.94615,19.10869,18.67615,0.4745697
16.99586,15.33315,14.57367,14.19639,13.95269,0.04720761
23.53827,22.45362,20.81181,19.60685,19.10772,0.574766
25.16993,21.33378,19.63674,18.86849,18.42977,0.4662966
17.50214,15.54969,14.67166,14.26083,13.91811,0.04758086
23.72355,21.07517,19.48227,18.96096,18.57205,0.3068462
22.11086,21.63264,20.29872,19.5509,19.09876,0.5644493
24.8211,22.65852,21.12513,19.91433,19.21849,0.5884892
24.99192,21.88489,19.98874,19.14711,18.9467,0.4712495
22.36971,20.03945,18.36158,17.77214,17.34846,0.313622
19.61494,18.04105,17.25198,16.84384,16.48212,0.08265988
22.54329,21.68492,20.48758,19.71458,19.63321,0.5855653
19.97585,17.99869,16.99103,16.52863,16.1543,0.09699048
19.79222,18.55574,17.44189,16.94241,16.57815,0.2297704
22.68453,22.00345,20.40046,19.55624,19.14883,0.5348006
23.86397,20.38487,18.66515,18.04877,17.74286,0.3350768
20.56635,18.7252,17.62226,17.08888,16.64464,0.117972
25.90232,22.16662,20.47339,19.40358,18.75659,0.5580956
19.20258,17.92266,17.36816,17.02545,16.77131,0.02836962
20.53703,18.684,17.73235,17.32032,16.9774,0.07603929
23.03174,21.83751,20.30224,19.48657,19.01333,0.4831408
16.73457,15.19308,14.50167,14.15287,13.87344,0.05857956
23.26795,21.94113,20.31266,19.5274,18.65586,0.4071496
20.17342,18.18666,16.93717,16.44022,16.03045,0.1645397
18.82312,17.53399,16.89931,16.55173,16.35847,0.08673826
24.23677,22.25302,20.53852,19.64093,19.24797,0.5123484
24.90977,21.47575,19.64851,18.97964,18.57649,0.3599188
23.20384,22.18538,20.3595,19.26011,18.7122,0.5503486
22.87937,22.06088,20.37272,19.39067,19.071,0.5216635
19.79165,17.71606,16.59793,16.10958,15.70056,0.1308293
23.29316,22.38747,21.31602,20.10525,19.54577,0.7696947
26.11084,23.72283,21.585,20.35929,19.6457,0.7250947
20.00253,18.33585,17.54628,17.11715,16.78595,0.095276
23.9409,22.94363,21.36123,20.57107,19.96289,0.4788138
24.30593,21.49526,19.86238,18.95273,18.48075,0.503347
20.69555,19.28574,18.62241,18.33483,18.17354,0.1422563
24.71114,25.14457,21.81938,20.70106,20.02081,0.5986956
23.76039,21.88667,20.31045,19.17312,18.73105,0.5971097
19.8962,17.96807,17.00173,16.60439,16.28317,0.1158911
26.82635,21.7498,20.09445,19.11469,18.61553,0.516996
18.5447,16.85015,16.05623,15.66613,15.36635,0.0526456
23.41776,22.97872,20.80325,19.6755,19.23606,0.5961769
24.31189,23.33589,21.8089,20.49183,19.64141,0.6956699
22.82585,20.85142,19.0896,18.41149,17.9771,0.4634933
20.58443,19.04424,17.5745,16.99003,16.6799,0.2929049
25.64441,22.74546,21.1931,20.12538,19.68807,0.5236317
25.92661,21.20357,19.41099,18.54846,18.06473,0.4633246
19.61189,18.12738,17.31157,16.84284,16.53809,0.07477103
24.62856,21.52494,19.66262,18.97631,18.56554,0.4233266
24.3841,20.44526,18.72021,18.03403,17.63471,0.382541
23.48977,22.10825,20.69554,19.40878,18.76549,0.5970421
20.52988,18.70296,17.69446,17.20212,16.88972,0.1708656
23.10049,21.63471,20.77346,19.21817,18.79359,0.4574108
18.81298,17.60867,17.06602,16.72586,16.4999,0.07473072
20.11627,18.01719,16.8889,16.40751,16.01513,0.1402729
22.52471,21.16771,19.2405,18.58865,18.16066,0.4047816
21.38408,19.13897,17.72776,17.19487,16.80811,0.2172487
22.68142,20.73624,19.01086,18.36899,17.99748,0.398865
22.87144,20.5495,18.83298,18.16948,17.76965,0.3177301
19.6674,18.25509,17.28051,16.81088,16.47847,0.1790823
20.54137,20.13335,19.73746,19.74225,19.68481,0.2104795
25.77903,23.50126,21.30706,20.34159,19.82526,0.5680817
23.4375,23.31789,21.5311,20.5324,19.74427,0.5362248
22.38223,21.23235,19.69127,19.1318,18.69825,0.3223355
23.45941,21.94369,20.43626,19.43691,19.03999,0.6313
22.19162,20.56288,18.67962,17.99137,17.51701,0.3660428
22.41207,21.17666,19.68054,19.05939,18.74704,0.2974105
20.23823,18.43703,17.51002,17.10129,16.77001,0.07674706
20.62517,18.29985,17.12508,16.63762,16.27196,0.1593311
20.09555,18.47145,17.60117,17.19902,16.85133,0.1099319
21.65438,19.49272,17.80917,17.19806,16.81877,0.31528
23.02826,22.25429,20.44279,19.35505,19.09799,0.5293876
23.50348,21.51564,19.60064,18.89479,18.32858,0.4222756
25.32796,22.36544,20.41991,19.53683,18.95872,0.5073543
23.03008,23.54749,21.73887,20.68688,19.77472,0.7182513
23.8491,22.77023,21.08941,19.69426,19.12099,0.7277511
25.15971,21.89585,20.39058,19.59222,19.01719,0.4250745
23.08699,20.87905,19.13481,18.45099,17.95143,0.4120917
20.34846,18.54858,17.70796,17.28969,17.01442,0.08477385
24.38764,21.50806,20.34762,19.58632,19.34666,0.3924832
23.55934,22.45384,20.79087,19.74277,19.22635,0.5278811
22.60872,19.89103,18.40216,17.79817,17.38032,0.2148487
24.26262,22.02549,20.34037,19.86672,19.31768,0.313656
22.81399,21.44643,20.02903,19.22441,18.86779,0.4664337
23.61915,21.71826,19.93534,19.11426,18.69985,0.4022628
22.71692,22.67493,20.84372,19.77914,19.05907,0.5888636
21.69214,20.07109,18.4208,17.88461,17.54166,0.3103153
23.70476,22.27109,20.52281,19.64032,19.15999,0.4917949
21.74756,19.9288,18.34585,17.7573,17.37505,0.2812453
19.73934,18.52558,17.69793,17.23854,16.94958,0.1176855
19.76206,18.25181,17.61744,17.21429,16.98698,0.06271341
24.33665,20.62535,18.91322,18.27672,18.00943,0.3211541
25.20799,22.41324,20.7368,19.88188,19.41603,0.4840177
17.87073,16.97596,16.65526,16.44427,16.28964,0.03253777
21.75117,19.46321,18.03095,17.5045,17.15222,0.252066
20.85312,18.716,17.59833,17.12365,16.75295,0.1483912
20.58525,18.8203,17.56296,17.09052,16.7679,0.2109178
26.70181,22.26631,20.65807,19.28302,18.68235,0.6994329
23.30658,21.67863,19.97082,19.16132,18.67752,0.4719808
24.0512,22.23859,20.6901,19.67837,19.50473,0.5473523
20.54295,18.62638,17.58492,17.12247,16.74834,0.1297796
20.84424,18.65833,17.43974,16.94057,16.51436,0.1588084
19.8352,18.55437,17.74237,17.30197,17.07278,0.1893451
24.41728,22.94918,21.43665,20.09336,19.39084,0.6335419
18.54997,16.90536,16.07401,15.6187,15.2483,0.06105397
23.94157,21.56751,20.31989,19.48693,19.32228,0.5407428
23.94113,22.57037,21.08579,20.05476,19.492,0.5742579
23.41346,20.84847,19.10479,18.36027,17.7445,0.4245315
17.8751,16.62088,16.04468,15.67718,15.44958,0.07620737
25.34865,21.99456,20.38663,19.4195,18.89101,0.498009
22.10077,20.50135,18.90136,18.34855,18.1131,0.3266889
20.35801,18.34242,17.07427,16.5695,16.16661,0.1795596
22.30893,20.57982,18.8828,18.18219,17.80807,0.3423022
19.99145,17.82586,16.75247,16.29227,15.92772,0.1225177
26.0222,21.64005,19.82861,18.87958,18.38403,0.4771861
19.46615,17.8003,17.05454,16.6614,16.37802,0.1397861
22.89321,20.87608,19.04264,18.41097,17.99578,0.3479827
19.68621,17.63457,16.58914,16.10901,15.70626,0.1213151
22.0001,21.45645,19.98526,19.10019,18.84514,0.5392079
24.80961,20.72021,18.89861,17.97291,17.50544,0.4913343
25.23252,22.16415,21.00413,20.08546,19.64678,0.5878449
27.08239,22.05454,20.42278,19.25867,18.68094,0.6044465
19.56842,18.75556,18.33203,17.92903,17.89693,0.145081
23.50666,21.54741,19.81708,18.95866,18.53584,0.4563076
25.44607,21.81709,20.43724,19.50909,18.9442,0.5269171
19.20158,17.3145,16.36573,15.9176,15.57736,0.08744828
18.86803,17.27569,16.47858,16.03968,15.69055,0.06377484
22.37071,20.26053,18.5913,18.01478,17.6384,0.3178783
21.50757,20.04644,18.23656,17.6333,17.24507,0.3397194
21.53066,21.85931,20.3243,19.13702,18.43851,0.6022598
20.29983,18.51816,17.47724,16.99163,16.66193,0.1453555
23.76867,22.61344,20.77336,19.79426,19.40469,0.5567426
23.77101,21.94375,20.41475,19.59725,19.16369,0.5249587
22.53283,21.8708,20.18714,19.41349,18.91488,0.4706693
20.28411,18.23604,17.21766,16.74993,16.36913,0.09666078
17.32415,15.95215,15.32355,14.98962,14.75895,0.02388938
20.60535,18.55973,17.40048,16.899,16.50282,0.1341757
24.8937,21.73859,20.129,19.24101,18.76922,0.5017601
23.6863,24.02843,21.2168,20.10706,19.80764,0.5679774
23.35972,21.90071,20.22897,19.39199,19.035,0.4641611
25.09671,21.85748,20.26091,19.1885,18.50363,0.5759043
20.39827,18.63016,17.6726,17.2471,16.87621,0.1264947
19.17177,18.03965,17.40095,17.01983,16.78879,0.1214722
21.66434,19.77003,18.32891,17.71947,17.37817,0.2847697
25.7202,23.09754,20.92913,19.73125,19.22819,0.606198
22.84282,22.17593,20.24963,19.22562,18.88676,0.5227893
